-1,0.004,0.08,32,0.621350465224,0.13637456835,-0.48,0.48,-3.38,0.0,-0.08,64,0.483714704294,0.041852656808,-0.44,0.44,-4.42
-1,0.131,0.226,28,0.463184414844,0.440176278213,-0.02,0.02,-0.13,0.002,0.19,75,0.707257828452,0.19504402045,-0.51,0.51,-3.32
1,0.998,2.549,29,0.712332843484,0.209290926943,-0.50,0.50,-3.23,1.0,4.674,66,0.731264537713,0.247882607931,-0.48,0.48,-3.05
1,0.999,4.955,29,0.933821474328,0.0326862754563,-0.90,0.90,-8.71,0.999,2.802,66,0.99128816984,0.00395719435908,-0.99,0.99,-14.81
-1,0.983,2.666,30,0.832418466552,0.0111327952464,-0.82,0.82,-8.79,0.992,3.118,72,0.838576053486,0.00181124649402,-0.84,0.84,-11.48
-1,0.0,-0.267,24,0.441441398711,0.159702910361,-0.28,0.28,-2.06,0.01,0.217,33,0.251231614099,0.247152431777,-0.00,0.00,-0.03
-1,0.002,1.285,19,0.983065036286,0.00758107703782,-0.98,0.98,-12.89,0.002,0.494,51,0.890626616954,0.103908975361,-0.79,0.79,-6.13
-1,0.002,-0.497,24,0.202730047541,0.738665573281,0.54,0.54,3.47,0.001,0.08,45,0.342761640173,0.466834721208,0.12,0.12,0.75
-1,0.0,-0.882,26,0.434586619376,0.225046101997,-0.21,0.21,-1.40,0.0,0.238,55,0.73109636621,0.157295354829,-0.57,0.57,-3.86
-1,0.164,0.659,22,0.75857014947,0.041127018049,-0.72,0.72,-6.19,0.724,1.22,57,0.907202128302,0.0399646486254,-0.87,0.87,-7.88
-1,0.088,0.61,27,0.858756385213,0.0223419321661,-0.84,0.84,-8.06,0.003,0.459,48,0.871586643627,0.0118760679556,-0.86,0.86,-9.14
-1,1.0,0.76,33,0.248774105775,0.460068448262,0.21,0.21,1.36,1.0,1.403,87,0.137579960499,0.734173428255,0.60,0.60,4.11
-1,1.0,1.506,31,0.738909373145,0.0511184392747,-0.69,0.69,-5.72,1.0,2.092,82,0.654816654058,0.0822797707845,-0.57,0.57,-4.40
-1,0.0,-0.266,27,0.168732611078,0.649371699319,0.48,0.48,3.19,0.0,-0.586,61,0.108698204819,0.689250847143,0.58,0.58,4.18
-1,1.0,1.979,38,0.178720883533,0.627344153361,0.45,0.45,2.95,1.0,3.211,97,0.179988917398,0.57518129053,0.40,0.40,2.62
1,1.0,5.508,40,0.762883458895,0.0963719591371,-0.67,0.67,-4.91,1.0,9.477,99,0.998241547892,0.000965880922484,-1.00,1.00,-19.16
-1,0.971,1.083,32,0.759359472803,0.0499356551159,-0.71,0.71,-5.91,0.998,1.505,61,0.44363638712,0.16679329295,-0.28,0.28,-1.99
-1,0.001,-0.148,25,0.136457782215,0.664806006788,0.53,0.53,3.65,0.0,-0.147,50,0.130493742965,0.705364915109,0.57,0.57,4.00
-1,0.63,0.183,26,0.542742656764,0.201110655003,-0.34,0.34,-2.24,0.277,0.257,60,0.743385891234,0.135827443044,-0.61,0.61,-4.20
-1,0.208,0.408,36,0.393596108813,0.296052048674,-0.10,0.10,-0.63,0.004,-0.039,87,0.573085705588,0.397484237405,-0.18,0.18,-1.02
-1,0.893,-0.234,26,0.391801478449,0.585031258409,0.19,0.19,1.13,0.001,-0.194,86,0.366278978352,0.43042163681,0.06,0.06,0.39
1,1.0,2.964,32,0.944074685472,0.0162122200018,-0.93,0.93,-10.00,1.0,3.998,59,0.893829712625,0.0318413346973,-0.86,0.86,-8.00
-1,0.108,1.274,38,0.865939702883,0.00478561852073,-0.86,0.86,-10.39,0.018,0.662,82,0.655026228917,0.0156743446806,-0.64,0.64,-6.90
-1,1.0,4.493,35,0.693821885882,0.118754136855,-0.58,0.58,-4.07,1.0,4.488,91,0.73170342809,0.112893543188,-0.62,0.62,-4.42
-1,0.993,2.149,35,0.482048763964,0.286198400679,-0.20,0.20,-1.21,0.983,2.132,91,0.505776705789,0.332119644495,-0.17,0.17,-1.04
-1,0.03,0.359,30,0.602962664756,0.38543604545,-0.22,0.22,-1.28,0.002,-0.207,57,0.772664768807,0.219814779192,-0.55,0.55,-3.59
1,1.0,2.522,27,0.679920091648,0.0936912947128,-0.59,0.59,-4.36,0.181,1.913,51,0.57534236384,0.0101556000152,-0.57,0.57,-7.04
1,1.0,2.522,27,0.679920091648,0.0936912947128,-0.59,0.59,-4.36,0.941,1.801,50,0.83758711733,0.065578984014,-0.77,0.77,-6.20
1,0.939,-0.419,27,0.386238586779,0.117489066593,-0.27,0.27,-2.24,0.431,-0.352,50,0.602155235883,0.0110455240105,-0.59,0.59,-7.08
1,1.0,1.757,27,0.627946692921,0.191823423381,-0.44,0.44,-2.83,1.0,1.786,50,0.826463107286,0.167740019697,-0.66,0.66,-4.56
-1,1.0,1.431,32,0.107415584538,0.581444357196,0.47,0.47,3.53,1.0,1.524,75,0.0208984559653,0.684579840803,0.66,0.66,6.67
1,1.0,5.428,34,0.789828062195,0.0874253493539,-0.70,0.70,-5.29,1.0,9.693,97,0.978181542398,0.0116798516834,-0.97,0.97,-11.89
-1,0.282,-0.139,29,0.208593061332,0.451274264065,0.24,0.24,1.64,0.968,1.03,60,0.139913626547,0.817765220566,0.68,0.68,4.79
1,1.0,6.037,40,0.958697199545,0.0204106184765,-0.94,0.94,-10.12,1.0,7.344,95,0.7340633105,0.117781978893,-0.62,0.62,-4.37
1,1.0,5.892,41,0.726134514238,0.120892930139,-0.61,0.61,-4.27,1.0,7.261,92,0.995968149821,0.00172055218825,-0.99,0.99,-17.13
-1,0.0,-0.007,39,0.653599827081,0.0603931253034,-0.59,0.59,-4.88,0.0,-0.012,61,0.720082132904,0.0954168587198,-0.62,0.62,-4.61
-1,1.0,1.864,32,0.795837706685,0.0747250426539,-0.72,0.72,-5.59,1.0,2.445,65,0.703751477545,0.0698880921334,-0.63,0.63,-4.98
-1,0.0,-4.22,42,0.235148041348,0.314340023995,0.08,0.08,0.58,0.0,-3.589,98,0.248234851268,0.310283153503,0.06,0.06,0.45
1,1.0,1.229,10,0.802109617725,0.0699867038482,-0.73,0.73,-5.75,0.009,0.362,17,0.505984116755,0.302516335898,-0.20,0.20,-1.24
1,1.0,5.807,39,0.840406143356,0.0700119035973,-0.77,0.77,-6.13,1.0,9.627,98,0.775823680862,0.0920981889377,-0.68,0.68,-5.09
1,1.0,5.807,39,0.840406143356,0.0700119035973,-0.77,0.77,-6.13,1.0,9.627,98,0.775823680862,0.0920981889377,-0.68,0.68,-5.09
-1,0.0,-1.273,27,0.158045865517,0.31412320419,0.16,0.16,1.29,0.106,-0.172,52,0.0588090220278,0.481923447577,0.42,0.42,3.90
-1,0.011,0.81,30,0.621356678759,0.146605496068,-0.47,0.47,-3.26,0.025,1.622,59,0.660327074031,0.208288737672,-0.45,0.45,-2.89
-1,0.0,-0.805,34,0.383103534986,0.306686262559,-0.08,0.08,-0.49,0.0,-0.01,88,0.28258383821,0.239780825493,-0.04,0.04,-0.32
-1,0.83,0.408,30,0.654927982352,0.211094368799,-0.44,0.44,-2.83,0.492,0.063,88,0.728811612089,0.268058510376,-0.46,0.46,-2.88
-1,0.998,0.199,44,0.598038587214,0.119370879268,-0.48,0.48,-3.46,0.99,0.231,96,0.417750882083,0.163642681414,-0.25,0.25,-1.87
-1,0.953,-0.183,32,0.663962239066,0.162473559698,-0.50,0.50,-3.35,0.106,0.324,58,0.897914883225,0.0472695005562,-0.85,0.85,-7.47
-1,0.0,-1.05,26,0.31639305291,0.556131779125,0.24,0.24,1.44,0.001,-0.649,50,0.0616994661783,0.617250710305,0.56,0.56,4.62
-1,0.039,1.224,21,0.63965903654,0.0396244074833,-0.60,0.60,-5.43,0.007,0.443,61,0.798372498775,0.0990173689794,-0.70,0.70,-5.17
-1,0.227,-0.435,24,0.453513609479,0.33701427179,-0.12,0.12,-0.71,0.001,-1.041,81,0.300839012351,0.26825962967,-0.03,0.03,-0.23
1,0.037,0.216,38,0.45126523867,0.178247900172,-0.27,0.27,-1.92,0.005,1.19,98,0.427030431561,0.169746352543,-0.26,0.26,-1.87
1,0.997,5.414,37,0.808123811618,0.0812341137473,-0.73,0.73,-5.57,1.0,4.133,99,0.660802680723,0.172446195726,-0.49,0.49,-3.22
1,0.998,5.414,37,0.752202281385,0.0730661561207,-0.68,0.68,-5.27,1.0,6.048,99,0.957461277498,0.00152291350378,-0.96,0.96,-13.85
1,1.0,4.679,36,0.831677943698,0.073089541032,-0.76,0.76,-5.97,1.0,6.168,80,0.753203376,0.0945109101333,-0.66,0.66,-4.87
1,1.0,2.241,36,0.712967101918,0.0630328033504,-0.65,0.65,-5.21,1.0,3.118,80,0.726606655102,0.0579375252408,-0.67,0.67,-5.43
1,1.0,4.679,36,0.782610619333,0.0636300141092,-0.72,0.72,-5.73,1.0,6.27,80,0.804962167148,0.0567272831317,-0.75,0.75,-6.10
1,1.0,3.886,36,0.975378186112,0.0104601759423,-0.96,0.96,-11.87,1.0,7.5,80,0.846233459999,0.0546066286366,-0.79,0.79,-6.57
-1,0.0,-0.131,35,0.472564988362,0.084847478915,-0.39,0.39,-3.27,0.0,-1.384,75,0.329687514136,0.358498787893,0.03,0.03,0.18
1,0.002,-0.092,45,0.338300745342,0.190504397632,-0.15,0.15,-1.12,0.007,0.039,96,0.351864190597,0.168316355816,-0.18,0.18,-1.42
1,1.0,6.371,45,0.871272928907,0.05879432161,-0.81,0.81,-6.76,1.0,9.689,96,0.851734858099,0.0659630857661,-0.79,0.79,-6.35
1,1.0,4.225,38,0.995340887495,0.00237055778312,-0.99,0.99,-16.46,1.0,7.989,91,0.796673775136,0.0719013671379,-0.72,0.72,-5.66
1,1.0,4.31,39,0.810495086607,0.0560035610551,-0.75,0.75,-6.17,1.0,7.989,91,0.796673775136,0.0600336524395,-0.74,0.74,-5.94
1,0.981,2.028,39,0.539458187287,0.103998375516,-0.44,0.44,-3.34,0.199,0.546,91,0.42492185396,0.118637814808,-0.31,0.31,-2.46
1,1.0,3.563,39,0.690554763056,0.120963068377,-0.57,0.57,-4.02,1.0,4.972,91,0.725495796942,0.115973913127,-0.61,0.61,-4.33
1,1.0,5.808,42,0.945463495785,0.0280557970477,-0.92,0.92,-9.23,1.0,9.089,93,0.913894628755,0.0420338513839,-0.87,0.87,-7.92
1,1.0,4.029,42,0.888242933183,0.0197015099297,-0.87,0.87,-8.63,0.999,3.405,93,0.62941151457,0.16375399628,-0.47,0.47,-3.12
-1,0.981,0.257,21,0.812426362219,0.0543989732162,-0.76,0.76,-6.23,0.007,0.213,45,0.75718323551,0.119230104704,-0.64,0.64,-4.53
1,0.982,3.25,35,0.826496166471,0.0614531612518,-0.77,0.77,-6.18,0.998,5.125,64,0.997323587994,0.00140768326555,-1.00,1.00,-18.01
-1,0.002,0.904,28,0.426548159708,0.514031875941,0.09,0.09,0.51,0.005,0.284,57,0.443596461641,0.528670454818,0.09,0.09,0.49
-1,0.0,-0.147,30,0.317778716019,0.454726108783,0.14,0.14,0.84,0.0,0.067,54,0.195678944709,0.768234695054,0.57,0.57,3.77
-1,0.0,0.463,32,0.0426141040294,0.716354587981,0.67,0.67,5.83,0.0,0.519,54,0.0170417340374,0.812556360837,0.80,0.80,7.97
-1,0.0,-0.854,29,0.0748611660663,0.320388806633,0.25,0.25,2.54,0.0,-3.454,62,0.0739526688907,0.427752723155,0.35,0.35,3.23
-1,0.975,-0.197,38,0.201831921445,0.325546490362,0.12,0.12,0.93,0.005,-0.884,90,0.0590713053234,0.573928761069,0.51,0.51,4.42
-1,0.001,-0.171,18,0.341929740554,0.0727679258388,-0.27,0.27,-2.73,0.003,-0.203,36,0.254737926889,0.203229377381,-0.05,0.05,-0.42
-1,0.0,0.165,22,0.787635389409,0.0179106458984,-0.77,0.77,-7.67,0.0,0.318,33,0.84501576077,0.00446368777154,-0.84,0.84,-10.25
-1,0.0,-1.123,26,0.161960953594,0.433098540785,0.27,0.27,1.98,0.0,-2.345,55,0.108113897617,0.589040698556,0.48,0.48,3.56
-1,0.071,0.356,26,0.0403307933028,0.81750357756,0.78,0.78,6.74,0.394,0.927,53,0.0747870901855,0.735062315772,0.66,0.66,5.10
-1,1.0,5.163,36,0.87335776159,0.0603448301238,-0.81,0.81,-6.75,1.0,7.393,86,0.841625616168,0.0740029738073,-0.77,0.77,-6.06
1,1.0,3.417,28,0.685511502773,0.0918562889387,-0.59,0.59,-4.43,1.0,4.639,63,0.847147885836,0.0664583395878,-0.78,0.78,-6.28
1,0.138,1.882,24,0.93304672407,0.0169316606239,-0.92,0.92,-9.66,0.997,2.891,52,0.928226038394,0.0182204625598,-0.91,0.91,-9.44
-1,0.003,1.53,31,0.111793707879,0.778255813285,0.67,0.67,4.80,0.001,1.006,57,0.14141732617,0.716956578635,0.58,0.58,3.94
-1,0.027,0.728,40,0.363949557225,0.616861964825,0.25,0.25,1.49,0.026,1.872,68,0.298531447482,0.695697736232,0.40,0.40,2.43
-1,0.24,3.305,33,0.986334236075,0.00392295532417,-0.98,0.98,-14.16,0.0,-0.398,57,0.647199943848,0.0626438353955,-0.58,0.58,-4.78
-1,0.066,0.927,34,0.727180901156,0.0689709415531,-0.66,0.66,-5.17,0.017,0.643,68,0.75396449571,0.126813217938,-0.63,0.63,-4.40
1,1.0,3.052,30,0.842754150443,0.0691774732794,-0.77,0.77,-6.17,1.0,4.432,61,0.861508807172,0.0624081127524,-0.80,0.80,-6.55
1,1.0,2.83,32,0.988160643318,0.00321698723087,-0.98,0.98,-14.66,1.0,4.509,63,0.99482344478,0.00152628286439,-0.99,0.99,-16.94
-1,0.0,-1.258,31,0.372473270792,0.217149331179,-0.16,0.16,-1.10,0.0,-0.87,59,0.564451960493,0.12132286272,-0.44,0.44,-3.23
1,1.0,4.25,43,0.839180045656,0.00565288073024,-0.83,0.83,-9.84,1.0,5.906,98,0.675420377822,0.153474630382,-0.52,0.52,-3.52
1,0.901,1.493,43,0.814411102942,0.00625321217037,-0.81,0.81,-9.45,0.998,2.61,98,0.453268778241,0.14968233458,-0.30,0.30,-2.24
1,1.0,2.467,44,0.800627086697,0.00257094948214,-0.80,0.80,-10.61,1.0,9.111,98,0.763975162623,0.0835007220381,-0.68,0.68,-5.15
1,0.999,3.545,35,0.896542123882,0.049086560429,-0.85,0.85,-7.39,1.0,5.046,69,0.882699900216,0.0544735508836,-0.83,0.83,-7.03
1,1.0,5.231,45,0.871194517872,0.0381202363522,-0.83,0.83,-7.42,1.0,9.343,100,0.791069066186,0.0616636908637,-0.73,0.73,-5.85
1,0.999,6.203,44,0.949613708227,0.026088517604,-0.92,0.92,-9.46,1.0,9.873,100,0.808083406437,0.0812479247205,-0.73,0.73,-5.57
1,1.0,6.203,44,0.936739547154,0.0174731475885,-0.92,0.92,-9.70,1.0,7.82,100,0.752149629069,0.0730822324434,-0.68,0.68,-5.27
1,1.0,5.124,44,0.966600502218,0.0135830851404,-0.95,0.95,-11.04,1.0,9.343,100,0.791069066186,0.0738787531859,-0.72,0.72,-5.57
1,0.878,0.893,32,0.535448802808,0.160553188305,-0.37,0.37,-2.59,0.963,1.503,63,0.742472088691,0.0933219440465,-0.65,0.65,-4.81
1,0.464,0.936,42,0.556933185761,0.134243495153,-0.42,0.42,-3.02,0.001,0.45,96,0.630911298009,0.125325616078,-0.51,0.51,-3.58
1,1.0,4.822,42,0.740470117929,0.082614505706,-0.66,0.66,-4.99,1.0,7.844,99,0.762166685379,0.0753267471057,-0.69,0.69,-5.30
1,1.0,5.854,43,0.85452458981,0.0649524380002,-0.79,0.79,-6.40,1.0,9.407,98,0.759351879246,0.0975324632486,-0.66,0.66,-4.87
-1,0.63,1.251,35,0.598601007782,0.131827635678,-0.47,0.47,-3.30,0.758,2.199,76,0.73461406449,0.0708833295021,-0.66,0.66,-5.18
-1,0.664,1.468,35,0.511867232036,0.16418851986,-0.35,0.35,-2.42,0.758,1.092,75,0.696658461857,0.0639751853318,-0.63,0.63,-5.07
-1,0.035,0.785,29,0.533369952949,0.0543522102102,-0.48,0.48,-4.31,0.156,1.345,49,0.47426454555,0.0223580241496,-0.45,0.45,-5.30
-1,0.997,5.122,36,0.794493876816,0.0935836116535,-0.70,0.70,-5.23,0.952,3.666,79,0.708872216004,0.287684754728,-0.42,0.42,-2.59
-1,1.0,1.664,40,0.297851571135,0.457778425064,0.16,0.16,0.99,0.842,0.177,96,0.304489096608,0.670789434335,0.37,0.37,2.22
-1,0.898,1.041,32,0.502464644866,0.221573702983,-0.28,0.28,-1.83,0.166,0.842,69,0.75214210761,0.145148198484,-0.61,0.61,-4.16
-1,0.0,-0.364,32,0.278783439799,0.636557835644,0.36,0.36,2.18,0.0,-0.505,58,0.140840110517,0.773399149113,0.63,0.63,4.38
-1,0.0,-1.676,27,0.290965667462,0.209462615886,-0.08,0.08,-0.63,0.0,-0.666,45,0.164653831476,0.111504536813,-0.05,0.05,-0.65
1,1.0,2.808,43,0.596217348324,0.143108814147,-0.45,0.45,-3.14,1.0,3.513,98,0.520622535399,0.151574200751,-0.37,0.37,-2.60
